Suburb,Rooms,Type,Price,Postcode,Car,BuildingArea,YearBuilt,Regionname,zipcode,airbnb_record_count,airbnb_daily_price_mean,airbnb_weekly_price_mean,airbnb_monthly_price_mean,airbnb_daily_price_median,airbnb_weekly_price_median,airbnb_monthly_price_median
Brunswick West,2,u,537000.0,3055.0,1.0,66.0,1960.0,Northern Metropolitan,3055.0,52.0,82.8076923076923,,,67.5,,
Brunswick West,2,u,537000.0,3055.0,1.0,66.0,1960.0,Northern Metropolitan,3055.0,35.0,95.28571428571429,519.2857142857143,1725.9333333333334,78.0,497.5,1750.0
Brunswick West,3,h,910000.0,3055.0,2.0,141.0,1950.0,Northern Metropolitan,3055.0,52.0,82.8076923076923,,,67.5,,
Brunswick West,3,h,910000.0,3055.0,2.0,141.0,1950.0,Northern Metropolitan,3055.0,35.0,95.28571428571429,519.2857142857143,1725.9333333333334,78.0,497.5,1750.0
Brunswick West,1,u,285000.0,3055.0,1.0,45.0,1970.0,Northern Metropolitan,3055.0,52.0,82.8076923076923,,,67.5,,
Brunswick West,1,u,285000.0,3055.0,1.0,45.0,1970.0,Northern Metropolitan,3055.0,35.0,95.28571428571429,519.2857142857143,1725.9333333333334,78.0,497.5,1750.0
Brunswick West,4,h,921500.0,3055.0,1.0,165.0,1930.0,Northern Metropolitan,3055.0,52.0,82.8076923076923,,,67.5,,
Brunswick West,4,h,921500.0,3055.0,1.0,165.0,1930.0,Northern Metropolitan,3055.0,35.0,95.28571428571429,519.2857142857143,1725.9333333333334,78.0,497.5,1750.0
Brunswick West,3,h,995000.0,3055.0,2.0,,,Northern Metropolitan,3055.0,52.0,82.8076923076923,,,67.5,,
Brunswick West,3,h,995000.0,3055.0,2.0,,,Northern Metropolitan,3055.0,35.0,95.28571428571429,519.2857142857143,1725.9333333333334,78.0,497.5,1750.0
Brunswick West,3,h,901000.0,3055.0,4.0,,,Northern Metropolitan,3055.0,52.0,82.8076923076923,,,67.5,,
Brunswick West,3,h,901000.0,3055.0,4.0,,,Northern Metropolitan,3055.0,35.0,95.28571428571429,519.2857142857143,1725.9333333333334,78.0,497.5,1750.0
Brunswick West,2,h,1315000.0,3055.0,2.0,116.0,1930.0,Northern Metropolitan,3055.0,52.0,82.8076923076923,,,67.5,,
Brunswick West,2,h,1315000.0,3055.0,2.0,116.0,1930.0,Northern Metropolitan,3055.0,35.0,95.28571428571429,519.2857142857143,1725.9333333333334,78.0,497.5,1750.0
Brunswick West,2,u,370000.0,3055.0,1.0,65.0,1970.0,Northern Metropolitan,3055.0,52.0,82.8076923076923,,,67.5,,
Brunswick West,2,u,370000.0,3055.0,1.0,65.0,1970.0,Northern Metropolitan,3055.0,35.0,95.28571428571429,519.2857142857143,1725.9333333333334,78.0,497.5,1750.0
Brunswick West,2,t,735000.0,3055.0,2.0,109.0,2004.0,Northern Metropolitan,3055.0,52.0,82.8076923076923,,,67.5,,
Brunswick West,2,t,735000.0,3055.0,2.0,109.0,2004.0,Northern Metropolitan,3055.0,35.0,95.28571428571429,519.2857142857143,1725.9333333333334,78.0,497.5,1750.0
Brunswick West,4,h,1000000.0,3055.0,1.0,148.0,1935.0,Northern Metropolitan,3055.0,52.0,82.8076923076923,,,67.5,,
Brunswick West,4,h,1000000.0,3055.0,1.0,148.0,1935.0,Northern Metropolitan,3055.0,35.0,95.28571428571429,519.2857142857143,1725.9333333333334,78.0,497.5,1750.0
Brunswick West,1,u,252000.0,3055.0,1.0,45.0,1970.0,Northern Metropolitan,3055.0,52.0,82.8076923076923,,,67.5,,
Brunswick West,1,u,252000.0,3055.0,1.0,45.0,1970.0,Northern Metropolitan,3055.0,35.0,95.28571428571429,519.2857142857143,1725.9333333333334,78.0,497.5,1750.0
Brunswick West,4,h,1700000.0,3055.0,2.0,184.0,1920.0,Northern Metropolitan,3055.0,52.0,82.8076923076923,,,67.5,,
Brunswick West,4,h,1700000.0,3055.0,2.0,184.0,1920.0,Northern Metropolitan,3055.0,35.0,95.28571428571429,519.2857142857143,1725.9333333333334,78.0,497.5,1750.0
Brunswick West,2,h,820000.0,3055.0,1.0,98.0,1900.0,Northern Metropolitan,3055.0,52.0,82.8076923076923,,,67.5,,
Brunswick West,2,h,820000.0,3055.0,1.0,98.0,1900.0,Northern Metropolitan,3055.0,35.0,95.28571428571429,519.2857142857143,1725.9333333333334,78.0,497.5,1750.0
Brunswick West,2,u,370000.0,3055.0,1.0,65.0,1970.0,Northern Metropolitan,3055.0,52.0,82.8076923076923,,,67.5,,
Brunswick West,2,u,370000.0,3055.0,1.0,65.0,1970.0,Northern Metropolitan,3055.0,35.0,95.28571428571429,519.2857142857143,1725.9333333333334,78.0,497.5,1750.0
Brunswick West,2,u,484000.0,3055.0,1.0,65.0,1950.0,Northern Metropolitan,3055.0,52.0,82.8076923076923,,,67.5,,
Brunswick West,2,u,484000.0,3055.0,1.0,65.0,1950.0,Northern Metropolitan,3055.0,35.0,95.28571428571429,519.2857142857143,1725.9333333333334,78.0,497.5,1750.0
Brunswick West,3,t,815000.0,3055.0,2.0,123.0,1999.0,Northern Metropolitan,3055.0,52.0,82.8076923076923,,,67.5,,
Brunswick West,3,t,815000.0,3055.0,2.0,123.0,1999.0,Northern Metropolitan,3055.0,35.0,95.28571428571429,519.2857142857143,1725.9333333333334,78.0,497.5,1750.0
Brunswick West,3,h,1150000.0,3055.0,2.0,,1950.0,Northern Metropolitan,3055.0,52.0,82.8076923076923,,,67.5,,
Brunswick West,3,h,1150000.0,3055.0,2.0,,1950.0,Northern Metropolitan,3055.0,35.0,95.28571428571429,519.2857142857143,1725.9333333333334,78.0,497.5,1750.0
Brunswick West,1,u,351000.0,3055.0,1.0,,,Northern Metropolitan,3055.0,52.0,82.8076923076923,,,67.5,,
Brunswick West,1,u,351000.0,3055.0,1.0,,,Northern Metropolitan,3055.0,35.0,95.28571428571429,519.2857142857143,1725.9333333333334,78.0,497.5,1750.0
Brunswick West,4,h,1150000.0,3055.0,2.0,169.0,1910.0,Northern Metropolitan,3055.0,52.0,82.8076923076923,,,67.5,,
Brunswick West,4,h,1150000.0,3055.0,2.0,169.0,1910.0,Northern Metropolitan,3055.0,35.0,95.28571428571429,519.2857142857143,1725.9333333333334,78.0,497.5,1750.0
Brunswick West,2,t,598000.0,3055.0,1.0,,2009.0,Northern Metropolitan,3055.0,52.0,82.8076923076923,,,67.5,,
Brunswick West,2,t,598000.0,3055.0,1.0,,2009.0,Northern Metropolitan,3055.0,35.0,95.28571428571429,519.2857142857143,1725.9333333333334,78.0,497.5,1750.0
Brunswick West,2,u,497000.0,3055.0,1.0,84.0,1977.0,Northern Metropolitan,3055.0,52.0,82.8076923076923,,,67.5,,
Brunswick West,2,u,497000.0,3055.0,1.0,84.0,1977.0,Northern Metropolitan,3055.0,35.0,95.28571428571429,519.2857142857143,1725.9333333333334,78.0,497.5,1750.0
Brunswick West,2,u,403000.0,3055.0,2.0,,,Northern Metropolitan,3055.0,52.0,82.8076923076923,,,67.5,,
Brunswick West,2,u,403000.0,3055.0,2.0,,,Northern Metropolitan,3055.0,35.0,95.28571428571429,519.2857142857143,1725.9333333333334,78.0,497.5,1750.0
Brunswick West,2,h,440000.0,3055.0,1.0,62.0,1960.0,Northern Metropolitan,3055.0,52.0,82.8076923076923,,,67.5,,
Brunswick West,2,h,440000.0,3055.0,1.0,62.0,1960.0,Northern Metropolitan,3055.0,35.0,95.28571428571429,519.2857142857143,1725.9333333333334,78.0,497.5,1750.0
Brunswick West,2,h,816000.0,3055.0,1.0,115.0,1930.0,Northern Metropolitan,3055.0,52.0,82.8076923076923,,,67.5,,
Brunswick West,2,h,816000.0,3055.0,1.0,115.0,1930.0,Northern Metropolitan,3055.0,35.0,95.28571428571429,519.2857142857143,1725.9333333333334,78.0,497.5,1750.0
Brunswick West,4,h,1585000.0,3055.0,2.0,,1920.0,Northern Metropolitan,3055.0,52.0,82.8076923076923,,,67.5,,
Brunswick West,4,h,1585000.0,3055.0,2.0,,1920.0,Northern Metropolitan,3055.0,35.0,95.28571428571429,519.2857142857143,1725.9333333333334,78.0,497.5,1750.0
Brunswick West,4,h,970000.0,3055.0,2.0,150.0,1925.0,Northern Metropolitan,3055.0,52.0,82.8076923076923,,,67.5,,
Brunswick West,4,h,970000.0,3055.0,2.0,150.0,1925.0,Northern Metropolitan,3055.0,35.0,95.28571428571429,519.2857142857143,1725.9333333333334,78.0,497.5,1750.0
Bulleen,3,u,851000.0,3105.0,2.0,140.0,2000.0,Eastern Metropolitan,3105.0,20.0,115.4,528.0,2000.0,70.0,528.0,2000.0
Bulleen,3,u,851000.0,3105.0,2.0,140.0,2000.0,Eastern Metropolitan,3105.0,3.0,122.0,,,60.0,,
Bulleen,4,h,1300000.0,3105.0,2.0,180.0,1960.0,Eastern Metropolitan,3105.0,20.0,115.4,528.0,2000.0,70.0,528.0,2000.0
Bulleen,4,h,1300000.0,3105.0,2.0,180.0,1960.0,Eastern Metropolitan,3105.0,3.0,122.0,,,60.0,,
Bulleen,4,h,1110000.0,3105.0,2.0,,,Eastern Metropolitan,3105.0,20.0,115.4,528.0,2000.0,70.0,528.0,2000.0
Bulleen,4,h,1110000.0,3105.0,2.0,,,Eastern Metropolitan,3105.0,3.0,122.0,,,60.0,,
Bulleen,4,h,1235000.0,3105.0,2.0,214.0,1957.0,Eastern Metropolitan,3105.0,20.0,115.4,528.0,2000.0,70.0,528.0,2000.0
Bulleen,4,h,1235000.0,3105.0,2.0,214.0,1957.0,Eastern Metropolitan,3105.0,3.0,122.0,,,60.0,,
Bulleen,4,h,1505000.0,3105.0,2.0,,2012.0,Eastern Metropolitan,3105.0,20.0,115.4,528.0,2000.0,70.0,528.0,2000.0
Bulleen,4,h,1505000.0,3105.0,2.0,,2012.0,Eastern Metropolitan,3105.0,3.0,122.0,,,60.0,,
Bulleen,4,h,1303000.0,3105.0,2.0,197.0,1980.0,Eastern Metropolitan,3105.0,20.0,115.4,528.0,2000.0,70.0,528.0,2000.0
Bulleen,4,h,1303000.0,3105.0,2.0,197.0,1980.0,Eastern Metropolitan,3105.0,3.0,122.0,,,60.0,,
Bulleen,5,h,1336000.0,3105.0,3.0,,,Eastern Metropolitan,3105.0,20.0,115.4,528.0,2000.0,70.0,528.0,2000.0
Bulleen,5,h,1336000.0,3105.0,3.0,,,Eastern Metropolitan,3105.0,3.0,122.0,,,60.0,,
Bulleen,3,h,880000.0,3105.0,2.0,190.0,1960.0,Eastern Metropolitan,3105.0,20.0,115.4,528.0,2000.0,70.0,528.0,2000.0
Bulleen,3,h,880000.0,3105.0,2.0,190.0,1960.0,Eastern Metropolitan,3105.0,3.0,122.0,,,60.0,,
Bulleen,3,h,980000.0,3105.0,1.0,,,Eastern Metropolitan,3105.0,20.0,115.4,528.0,2000.0,70.0,528.0,2000.0
Bulleen,3,h,980000.0,3105.0,1.0,,,Eastern Metropolitan,3105.0,3.0,122.0,,,60.0,,
Bulleen,3,t,975000.0,3105.0,2.0,226.0,2013.0,Eastern Metropolitan,3105.0,20.0,115.4,528.0,2000.0,70.0,528.0,2000.0
Bulleen,3,t,975000.0,3105.0,2.0,226.0,2013.0,Eastern Metropolitan,3105.0,3.0,122.0,,,60.0,,
Bulleen,3,h,1127000.0,3105.0,2.0,,,Eastern Metropolitan,3105.0,20.0,115.4,528.0,2000.0,70.0,528.0,2000.0
Bulleen,3,h,1127000.0,3105.0,2.0,,,Eastern Metropolitan,3105.0,3.0,122.0,,,60.0,,
Bulleen,3,h,990000.0,3105.0,1.0,180.0,1950.0,Eastern Metropolitan,3105.0,20.0,115.4,528.0,2000.0,70.0,528.0,2000.0
Bulleen,3,h,990000.0,3105.0,1.0,180.0,1950.0,Eastern Metropolitan,3105.0,3.0,122.0,,,60.0,,
Bulleen,4,h,1401000.0,3105.0,2.0,,,Eastern Metropolitan,3105.0,20.0,115.4,528.0,2000.0,70.0,528.0,2000.0
Bulleen,4,h,1401000.0,3105.0,2.0,,,Eastern Metropolitan,3105.0,3.0,122.0,,,60.0,,
Bulleen,3,h,1340000.0,3105.0,2.0,,1965.0,Eastern Metropolitan,3105.0,20.0,115.4,528.0,2000.0,70.0,528.0,2000.0
Bulleen,3,h,1340000.0,3105.0,2.0,,1965.0,Eastern Metropolitan,3105.0,3.0,122.0,,,60.0,,
Bulleen,4,h,1225000.0,3105.0,2.0,159.0,1970.0,Eastern Metropolitan,3105.0,20.0,115.4,528.0,2000.0,70.0,528.0,2000.0
Bulleen,4,h,1225000.0,3105.0,2.0,159.0,1970.0,Eastern Metropolitan,3105.0,3.0,122.0,,,60.0,,
Bulleen,5,h,1490000.0,3105.0,2.0,304.0,1975.0,Eastern Metropolitan,3105.0,20.0,115.4,528.0,2000.0,70.0,528.0,2000.0
Bulleen,5,h,1490000.0,3105.0,2.0,304.0,1975.0,Eastern Metropolitan,3105.0,3.0,122.0,,,60.0,,
Bulleen,3,t,1250000.0,3105.0,2.0,,1960.0,Eastern Metropolitan,3105.0,20.0,115.4,528.0,2000.0,70.0,528.0,2000.0
Bulleen,3,t,1250000.0,3105.0,2.0,,1960.0,Eastern Metropolitan,3105.0,3.0,122.0,,,60.0,,
Bulleen,4,h,1002000.0,3105.0,2.0,323.0,,Eastern Metropolitan,3105.0,20.0,115.4,528.0,2000.0,70.0,528.0,2000.0
Bulleen,4,h,1002000.0,3105.0,2.0,323.0,,Eastern Metropolitan,3105.0,3.0,122.0,,,60.0,,
Bulleen,4,h,1260000.0,3105.0,2.0,,1971.0,Eastern Metropolitan,3105.0,20.0,115.4,528.0,2000.0,70.0,528.0,2000.0
Bulleen,4,h,1260000.0,3105.0,2.0,,1971.0,Eastern Metropolitan,3105.0,3.0,122.0,,,60.0,,
Bulleen,3,h,905000.0,3105.0,2.0,165.0,1965.0,Eastern Metropolitan,3105.0,20.0,115.4,528.0,2000.0,70.0,528.0,2000.0
Bulleen,3,h,905000.0,3105.0,2.0,165.0,1965.0,Eastern Metropolitan,3105.0,3.0,122.0,,,60.0,,
Bulleen,3,h,1400000.0,3105.0,3.0,,,Eastern Metropolitan,3105.0,20.0,115.4,528.0,2000.0,70.0,528.0,2000.0
Bulleen,3,h,1400000.0,3105.0,3.0,,,Eastern Metropolitan,3105.0,3.0,122.0,,,60.0,,
Bulleen,4,h,1085000.0,3105.0,1.0,225.0,1960.0,Eastern Metropolitan,3105.0,20.0,115.4,528.0,2000.0,70.0,528.0,2000.0
Bulleen,4,h,1085000.0,3105.0,1.0,225.0,1960.0,Eastern Metropolitan,3105.0,3.0,122.0,,,60.0,,
Bulleen,4,h,1300000.0,3105.0,1.0,,,Eastern Metropolitan,3105.0,20.0,115.4,528.0,2000.0,70.0,528.0,2000.0
Bulleen,4,h,1300000.0,3105.0,1.0,,,Eastern Metropolitan,3105.0,3.0,122.0,,,60.0,,
Bulleen,3,u,787000.0,3105.0,2.0,100.0,1985.0,Eastern Metropolitan,3105.0,20.0,115.4,528.0,2000.0,70.0,528.0,2000.0
Bulleen,3,u,787000.0,3105.0,2.0,100.0,1985.0,Eastern Metropolitan,3105.0,3.0,122.0,,,60.0,,
Bulleen,4,h,1280000.0,3105.0,2.0,6791.0,,Eastern Metropolitan,3105.0,20.0,115.4,528.0,2000.0,70.0,528.0,2000.0
Bulleen,4,h,1280000.0,3105.0,2.0,6791.0,,Eastern Metropolitan,3105.0,3.0,122.0,,,60.0,,
Bulleen,3,h,1075000.0,3105.0,1.0,96.0,1960.0,Eastern Metropolitan,3105.0,20.0,115.4,528.0,2000.0,70.0,528.0,2000.0
Bulleen,3,h,1075000.0,3105.0,1.0,96.0,1960.0,Eastern Metropolitan,3105.0,3.0,122.0,,,60.0,,
Bulleen,2,h,890000.0,3105.0,2.0,,,Eastern Metropolitan,3105.0,20.0,115.4,528.0,2000.0,70.0,528.0,2000.0
Bulleen,2,h,890000.0,3105.0,2.0,,,Eastern Metropolitan,3105.0,3.0,122.0,,,60.0,,
Bulleen,4,h,1320000.0,3105.0,2.0,,1970.0,Eastern Metropolitan,3105.0,20.0,115.4,528.0,2000.0,70.0,528.0,2000.0
Bulleen,4,h,1320000.0,3105.0,2.0,,1970.0,Eastern Metropolitan,3105.0,3.0,122.0,,,60.0,,
Bulleen,4,h,1302000.0,3105.0,2.0,245.0,1996.0,Eastern Metropolitan,3105.0,20.0,115.4,528.0,2000.0,70.0,528.0,2000.0
Bulleen,4,h,1302000.0,3105.0,2.0,245.0,1996.0,Eastern Metropolitan,3105.0,3.0,122.0,,,60.0,,
Bulleen,3,h,1050000.0,3105.0,1.0,719.0,1965.0,Eastern Metropolitan,3105.0,20.0,115.4,528.0,2000.0,70.0,528.0,2000.0
Bulleen,3,h,1050000.0,3105.0,1.0,719.0,1965.0,Eastern Metropolitan,3105.0,3.0,122.0,,,60.0,,
Bulleen,4,h,1000000.0,3105.0,3.0,212.0,1970.0,Eastern Metropolitan,3105.0,20.0,115.4,528.0,2000.0,70.0,528.0,2000.0
Bulleen,4,h,1000000.0,3105.0,3.0,212.0,1970.0,Eastern Metropolitan,3105.0,3.0,122.0,,,60.0,,
Bulleen,4,h,1300000.0,3105.0,2.0,300.0,1985.0,Eastern Metropolitan,3105.0,20.0,115.4,528.0,2000.0,70.0,528.0,2000.0
Bulleen,4,h,1300000.0,3105.0,2.0,300.0,1985.0,Eastern Metropolitan,3105.0,3.0,122.0,,,60.0,,
Bulleen,4,h,1250000.0,3105.0,2.0,,,Eastern Metropolitan,3105.0,20.0,115.4,528.0,2000.0,70.0,528.0,2000.0
Bulleen,4,h,1250000.0,3105.0,2.0,,,Eastern Metropolitan,3105.0,3.0,122.0,,,60.0,,
Bulleen,4,h,976000.0,3105.0,1.0,,,Eastern Metropolitan,3105.0,20.0,115.4,528.0,2000.0,70.0,528.0,2000.0
Bulleen,4,h,976000.0,3105.0,1.0,,,Eastern Metropolitan,3105.0,3.0,122.0,,,60.0,,
Bulleen,2,h,980000.0,3105.0,1.0,,,Eastern Metropolitan,3105.0,20.0,115.4,528.0,2000.0,70.0,528.0,2000.0
Bulleen,2,h,980000.0,3105.0,1.0,,,Eastern Metropolitan,3105.0,3.0,122.0,,,60.0,,
Bulleen,3,u,812500.0,3105.0,1.0,,,Eastern Metropolitan,3105.0,20.0,115.4,528.0,2000.0,70.0,528.0,2000.0
Bulleen,3,u,812500.0,3105.0,1.0,,,Eastern Metropolitan,3105.0,3.0,122.0,,,60.0,,
Bulleen,3,h,990000.0,3105.0,2.0,175.0,1975.0,Eastern Metropolitan,3105.0,20.0,115.4,528.0,2000.0,70.0,528.0,2000.0
Bulleen,3,h,990000.0,3105.0,2.0,175.0,1975.0,Eastern Metropolitan,3105.0,3.0,122.0,,,60.0,,
Bulleen,4,h,1244000.0,3105.0,2.0,,,Eastern Metropolitan,3105.0,20.0,115.4,528.0,2000.0,70.0,528.0,2000.0
Bulleen,4,h,1244000.0,3105.0,2.0,,,Eastern Metropolitan,3105.0,3.0,122.0,,,60.0,,
Bulleen,4,h,1100000.0,3105.0,2.0,212.0,1975.0,Eastern Metropolitan,3105.0,20.0,115.4,528.0,2000.0,70.0,528.0,2000.0
Bulleen,4,h,1100000.0,3105.0,2.0,212.0,1975.0,Eastern Metropolitan,3105.0,3.0,122.0,,,60.0,,
Bulleen,4,h,1475000.0,3105.0,2.0,,1998.0,Eastern Metropolitan,3105.0,20.0,115.4,528.0,2000.0,70.0,528.0,2000.0
Bulleen,4,h,1475000.0,3105.0,2.0,,1998.0,Eastern Metropolitan,3105.0,3.0,122.0,,,60.0,,
Bulleen,4,h,1140000.0,3105.0,3.0,,,Eastern Metropolitan,3105.0,20.0,115.4,528.0,2000.0,70.0,528.0,2000.0
Bulleen,4,h,1140000.0,3105.0,3.0,,,Eastern Metropolitan,3105.0,3.0,122.0,,,60.0,,
Bulleen,2,h,833000.0,3105.0,0.0,,,Eastern Metropolitan,3105.0,20.0,115.4,528.0,2000.0,70.0,528.0,2000.0
Bulleen,2,h,833000.0,3105.0,0.0,,,Eastern Metropolitan,3105.0,3.0,122.0,,,60.0,,
Bulleen,2,h,903000.0,3105.0,1.0,140.0,1965.0,Eastern Metropolitan,3105.0,20.0,115.4,528.0,2000.0,70.0,528.0,2000.0
Bulleen,2,h,903000.0,3105.0,1.0,140.0,1965.0,Eastern Metropolitan,3105.0,3.0,122.0,,,60.0,,
Bulleen,4,h,1351000.0,3105.0,2.0,,,Eastern Metropolitan,3105.0,20.0,115.4,528.0,2000.0,70.0,528.0,2000.0
Bulleen,4,h,1351000.0,3105.0,2.0,,,Eastern Metropolitan,3105.0,3.0,122.0,,,60.0,,
Bulleen,2,h,1060000.0,3105.0,2.0,,,Eastern Metropolitan,3105.0,20.0,115.4,528.0,2000.0,70.0,528.0,2000.0
Bulleen,2,h,1060000.0,3105.0,2.0,,,Eastern Metropolitan,3105.0,3.0,122.0,,,60.0,,
Bulleen,3,h,1063000.0,3105.0,2.0,,,Eastern Metropolitan,3105.0,20.0,115.4,528.0,2000.0,70.0,528.0,2000.0
Bulleen,3,h,1063000.0,3105.0,2.0,,,Eastern Metropolitan,3105.0,3.0,122.0,,,60.0,,
Burwood,5,h,1590000.0,3125.0,2.0,253.0,1940.0,Southern Metropolitan,3125.0,47.0,93.02127659574468,,,60.0,,
Burwood,5,h,1590000.0,3125.0,2.0,253.0,1940.0,Southern Metropolitan,3125.0,14.0,71.78571428571429,383.75,870.0,52.5,265.0,870.0
Burwood,3,h,1390000.0,3125.0,2.0,,,Southern Metropolitan,3125.0,47.0,93.02127659574468,,,60.0,,
Burwood,3,h,1390000.0,3125.0,2.0,,,Southern Metropolitan,3125.0,14.0,71.78571428571429,383.75,870.0,52.5,265.0,870.0
Burwood,3,h,1300000.0,3125.0,2.0,,1960.0,Southern Metropolitan,3125.0,47.0,93.02127659574468,,,60.0,,
Burwood,3,h,1300000.0,3125.0,2.0,,1960.0,Southern Metropolitan,3125.0,14.0,71.78571428571429,383.75,870.0,52.5,265.0,870.0
Burwood,4,h,1890000.0,3125.0,2.0,111.0,1960.0,Southern Metropolitan,3125.0,47.0,93.02127659574468,,,60.0,,
Burwood,4,h,1890000.0,3125.0,2.0,111.0,1960.0,Southern Metropolitan,3125.0,14.0,71.78571428571429,383.75,870.0,52.5,265.0,870.0
Burwood,3,u,1022500.0,3125.0,2.0,130.0,2000.0,Southern Metropolitan,3125.0,47.0,93.02127659574468,,,60.0,,
Burwood,3,u,1022500.0,3125.0,2.0,130.0,2000.0,Southern Metropolitan,3125.0,14.0,71.78571428571429,383.75,870.0,52.5,265.0,870.0
Burwood,3,h,1250000.0,3125.0,1.0,,,Southern Metropolitan,3125.0,47.0,93.02127659574468,,,60.0,,
Burwood,3,h,1250000.0,3125.0,1.0,,,Southern Metropolitan,3125.0,14.0,71.78571428571429,383.75,870.0,52.5,265.0,870.0
Burwood,3,h,1151000.0,3125.0,1.0,,,Southern Metropolitan,3125.0,47.0,93.02127659574468,,,60.0,,
Burwood,3,h,1151000.0,3125.0,1.0,,,Southern Metropolitan,3125.0,14.0,71.78571428571429,383.75,870.0,52.5,265.0,870.0
Burwood,3,h,1755000.0,3125.0,1.0,145.0,1970.0,Southern Metropolitan,3125.0,47.0,93.02127659574468,,,60.0,,
Burwood,3,h,1755000.0,3125.0,1.0,145.0,1970.0,Southern Metropolitan,3125.0,14.0,71.78571428571429,383.75,870.0,52.5,265.0,870.0
Burwood,3,u,686000.0,3125.0,2.0,,1980.0,Southern Metropolitan,3125.0,47.0,93.02127659574468,,,60.0,,
Burwood,3,u,686000.0,3125.0,2.0,,1980.0,Southern Metropolitan,3125.0,14.0,71.78571428571429,383.75,870.0,52.5,265.0,870.0
Burwood,3,h,1300000.0,3125.0,1.0,136.0,1950.0,Southern Metropolitan,3125.0,47.0,93.02127659574468,,,60.0,,
Burwood,3,h,1300000.0,3125.0,1.0,136.0,1950.0,Southern Metropolitan,3125.0,14.0,71.78571428571429,383.75,870.0,52.5,265.0,870.0
Burwood,3,h,1160000.0,3125.0,1.0,111.0,1950.0,Southern Metropolitan,3125.0,47.0,93.02127659574468,,,60.0,,
Burwood,3,h,1160000.0,3125.0,1.0,111.0,1950.0,Southern Metropolitan,3125.0,14.0,71.78571428571429,383.75,870.0,52.5,265.0,870.0
Burwood,4,h,2000000.0,3125.0,2.0,229.0,1996.0,Southern Metropolitan,3125.0,47.0,93.02127659574468,,,60.0,,
Burwood,4,h,2000000.0,3125.0,2.0,229.0,1996.0,Southern Metropolitan,3125.0,14.0,71.78571428571429,383.75,870.0,52.5,265.0,870.0
Burwood,3,h,790000.0,3125.0,2.0,103.0,1960.0,Southern Metropolitan,3125.0,47.0,93.02127659574468,,,60.0,,
Burwood,3,h,790000.0,3125.0,2.0,103.0,1960.0,Southern Metropolitan,3125.0,14.0,71.78571428571429,383.75,870.0,52.5,265.0,870.0
Burwood,4,h,1682000.0,3125.0,1.0,174.0,1950.0,Southern Metropolitan,3125.0,47.0,93.02127659574468,,,60.0,,
Burwood,4,h,1682000.0,3125.0,1.0,174.0,1950.0,Southern Metropolitan,3125.0,14.0,71.78571428571429,383.75,870.0,52.5,265.0,870.0
Burwood,3,u,625000.0,3125.0,1.0,115.0,2002.0,Southern Metropolitan,3125.0,47.0,93.02127659574468,,,60.0,,
Burwood,3,u,625000.0,3125.0,1.0,115.0,2002.0,Southern Metropolitan,3125.0,14.0,71.78571428571429,383.75,870.0,52.5,265.0,870.0
Burwood,3,t,780000.0,3125.0,2.0,,,Southern Metropolitan,3125.0,47.0,93.02127659574468,,,60.0,,
Burwood,3,t,780000.0,3125.0,2.0,,,Southern Metropolitan,3125.0,14.0,71.78571428571429,383.75,870.0,52.5,265.0,870.0
Burwood,3,h,1342000.0,3125.0,2.0,,,Southern Metropolitan,3125.0,47.0,93.02127659574468,,,60.0,,
Burwood,3,h,1342000.0,3125.0,2.0,,,Southern Metropolitan,3125.0,14.0,71.78571428571429,383.75,870.0,52.5,265.0,870.0
Burwood,4,h,1782800.0,3125.0,2.0,,,Southern Metropolitan,3125.0,47.0,93.02127659574468,,,60.0,,
Burwood,4,h,1782800.0,3125.0,2.0,,,Southern Metropolitan,3125.0,14.0,71.78571428571429,383.75,870.0,52.5,265.0,870.0
Burwood,3,h,1468000.0,3125.0,2.0,,,Southern Metropolitan,3125.0,47.0,93.02127659574468,,,60.0,,
Burwood,3,h,1468000.0,3125.0,2.0,,,Southern Metropolitan,3125.0,14.0,71.78571428571429,383.75,870.0,52.5,265.0,870.0
Burwood,2,u,650000.0,3125.0,1.0,120.0,1975.0,Southern Metropolitan,3125.0,47.0,93.02127659574468,,,60.0,,
Burwood,2,u,650000.0,3125.0,1.0,120.0,1975.0,Southern Metropolitan,3125.0,14.0,71.78571428571429,383.75,870.0,52.5,265.0,870.0
Burwood,5,h,1060000.0,3125.0,2.0,210.0,2013.0,Southern Metropolitan,3125.0,47.0,93.02127659574468,,,60.0,,
Burwood,5,h,1060000.0,3125.0,2.0,210.0,2013.0,Southern Metropolitan,3125.0,14.0,71.78571428571429,383.75,870.0,52.5,265.0,870.0
Burwood,4,h,1255000.0,3125.0,2.0,210.0,2005.0,Southern Metropolitan,3125.0,47.0,93.02127659574468,,,60.0,,
Burwood,4,h,1255000.0,3125.0,2.0,210.0,2005.0,Southern Metropolitan,3125.0,14.0,71.78571428571429,383.75,870.0,52.5,265.0,870.0
Burwood,4,h,900000.0,3125.0,4.0,,1955.0,Southern Metropolitan,3125.0,47.0,93.02127659574468,,,60.0,,
Burwood,4,h,900000.0,3125.0,4.0,,1955.0,Southern Metropolitan,3125.0,14.0,71.78571428571429,383.75,870.0,52.5,265.0,870.0
Burwood,2,h,633000.0,3125.0,1.0,92.0,1965.0,Southern Metropolitan,3125.0,47.0,93.02127659574468,,,60.0,,
